AC_L_010 多天完整时间序列数据

"日期: 2021/6/1, 空调: AC_L_010 (large), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
4.5,24.05,0.196,1.0
5.0,24.10,0.555,2.9
5.5,24.10,0.536,2.8
6.0,24.10,0.518,2.7
6.5,24.10,0.499,2.6
7.0,24.10,0.480,2.5
7.5,24.10,0.461,2.4
8.0,24.10,0.443,2.3
8.5,24.10,0.384,2.0
9.0,24.10,0.326,1.7
9.5,24.10,0.268,1.4
10.0,24.10,0.209,1.1
10.5,24.10,0.151,0.8
11.0,24.10,0.242,1.3
11.5,24.10,0.268,1.4
12.0,24.10,0.093,0.5
12.5,24.10,0.121,0.6
13.0,24.10,0.150,0.8
13.5,24.10,0.179,0.9
14.0,24.10,0.207,1.1
14.5,24.10,0.236,1.2
15.0,24.10,0.265,1.4
15.5,24.10,0.261,1.3
16.0,24.10,0.294,1.5
16.5,24.10,0.302,1.6
17.0,24.10,0.309,1.6
17.5,24.10,0.317,1.6
18.0,24.10,0.324,1.7
18.5,24.10,0.332,1.7
19.0,24.10,0.339,1.7
19.5,24.10,0.333,1.7
20.0,24.10,0.327,1.7
20.5,24.10,0.322,1.7
21.0,24.10,0.316,1.6
21.5,24.10,0.310,1.6
22.0,24.10,0.304,1.6
22.5,24.10,0.329,1.7
23.0,24.10,0.353,1.8
23.5,24.10,0.378,1.9
24.0,24.10,0.378,1.9

"日期: 2021/7/29, 空调: AC_L_010 (large), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.54,0.000,0.0
1.5,23.60,0.000,0.0
2.0,23.66,0.000,0.0
2.5,23.73,0.000,0.0
3.0,23.79,0.000,0.0
3.5,23.85,0.000,0.0
4.0,23.90,0.000,0.0
4.5,23.96,0.000,0.0
5.0,24.01,0.000,0.0
5.5,24.06,0.062,0.3
6.0,24.10,0.342,1.8
6.5,24.10,0.350,1.8
7.0,24.10,0.358,1.8
7.5,24.10,0.366,1.9
8.0,24.10,0.374,1.9
8.5,24.10,0.353,1.8
9.0,24.10,0.333,1.7
9.5,24.10,0.312,1.6
10.0,24.10,0.292,1.5
10.5,24.10,0.271,1.4
11.0,24.10,0.249,1.3
11.5,24.10,0.245,1.3
12.0,24.10,0.251,1.3
12.5,24.10,0.244,1.3
13.0,24.10,0.237,1.2
13.5,24.10,0.230,1.2
14.0,24.10,0.224,1.2
14.5,24.10,0.217,1.1
15.0,24.10,0.210,1.1
15.5,24.10,0.213,1.1
16.0,24.10,0.241,1.2
16.5,24.10,0.240,1.2
17.0,24.10,0.238,1.2
17.5,24.10,0.236,1.2
18.0,24.10,0.235,1.2
18.5,24.10,0.233,1.2
19.0,24.10,0.231,1.2
19.5,24.10,0.243,1.3
20.0,24.10,0.254,1.3
20.5,24.10,0.266,1.4
21.0,24.10,0.277,1.4
21.5,24.10,0.289,1.5
22.0,24.10,0.300,1.5
22.5,24.10,0.316,1.6
23.0,24.10,0.332,1.7
23.5,24.10,0.348,1.8
24.0,24.10,0.348,1.8

"日期: 2021/7/3, 空调: AC_L_010 (large), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.55,0.000,0.0
1.5,23.61,0.000,0.0
2.0,23.68,0.000,0.0
2.5,23.74,0.000,0.0
3.0,23.81,0.000,0.0
3.5,23.87,0.000,0.0
4.0,23.94,0.000,0.0
4.5,24.01,0.000,0.0
5.0,24.07,0.285,1.5
5.5,24.10,0.442,2.3
6.0,24.10,0.433,2.2
6.5,24.10,0.423,2.2
7.0,24.10,0.414,2.1
7.5,24.10,0.404,2.1
8.0,24.10,0.395,2.0
8.5,24.10,0.373,1.9
9.0,24.10,0.352,1.8
9.5,24.10,0.331,1.7
10.0,24.10,0.309,1.6
10.5,24.10,0.288,1.5
11.0,24.10,0.301,1.6
11.5,24.10,0.283,1.5
12.0,24.10,0.267,1.4
12.5,24.10,0.275,1.4
13.0,24.10,0.284,1.5
13.5,24.10,0.293,1.5
14.0,24.10,0.302,1.6
14.5,24.10,0.310,1.6
15.0,24.10,0.319,1.6
15.5,24.10,0.312,1.6
16.0,24.10,0.265,1.4
16.5,24.10,0.271,1.4
17.0,24.10,0.276,1.4
17.5,24.10,0.282,1.5
18.0,24.10,0.288,1.5
18.5,24.10,0.294,1.5
19.0,24.10,0.299,1.5
19.5,24.10,0.296,1.5
20.0,24.10,0.293,1.5
20.5,24.10,0.290,1.5
21.0,24.10,0.287,1.5
21.5,24.10,0.283,1.5
22.0,24.10,0.280,1.4
22.5,24.10,0.302,1.6
23.0,24.10,0.324,1.7
23.5,24.10,0.346,1.8
24.0,24.10,0.346,1.8

"日期: 2021/7/30, 空调: AC_L_010 (large), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.54,0.000,0.0
1.5,23.57,0.000,0.0
2.0,23.60,0.000,0.0
2.5,23.64,0.000,0.0
3.0,23.68,0.000,0.0
3.5,23.73,0.000,0.0
4.0,23.77,0.000,0.0
4.5,23.81,0.000,0.0
5.0,23.86,0.000,0.0
5.5,23.91,0.000,0.0
6.0,23.96,0.000,0.0
6.5,24.00,0.000,0.0
7.0,24.05,0.000,0.0
7.5,24.10,0.302,1.6
8.0,24.10,0.315,1.6
8.5,24.10,0.303,1.6
9.0,24.10,0.290,1.5
9.5,24.10,0.277,1.4
10.0,24.10,0.265,1.4
10.5,24.10,0.252,1.3
11.0,24.10,0.221,1.1
11.5,24.10,0.224,1.2
12.0,24.10,0.240,1.2
12.5,24.10,0.249,1.3
13.0,24.10,0.258,1.3
13.5,24.10,0.268,1.4
14.0,24.10,0.277,1.4
14.5,24.10,0.286,1.5
15.0,24.10,0.296,1.5
15.5,24.10,0.278,1.4
16.0,24.10,0.227,1.2
16.5,24.10,0.225,1.2
17.0,24.10,0.224,1.2
17.5,24.10,0.223,1.2
18.0,24.10,0.222,1.1
18.5,24.10,0.220,1.1
19.0,24.10,0.219,1.1
19.5,24.10,0.196,1.0
20.0,24.10,0.173,0.9
20.5,24.10,0.149,0.8
21.0,24.10,0.126,0.7
21.5,24.10,0.103,0.5
22.0,24.10,0.080,0.4
22.5,24.10,0.104,0.5
23.0,24.10,0.128,0.7
23.5,24.10,0.153,0.8
24.0,24.10,0.153,0.8

"日期: 2021/7/31, 空调: AC_L_010 (large), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.54,0.000,0.0
1.5,23.61,0.000,0.0
2.0,23.68,0.000,0.0
2.5,23.75,0.000,0.0
3.0,23.83,0.000,0.0
3.5,23.90,0.000,0.0
4.0,23.97,0.000,0.0
4.5,24.04,0.093,0.5
5.0,24.10,0.463,2.4
5.5,24.10,0.429,2.2
6.0,24.10,0.395,2.0
6.5,24.10,0.361,1.9
7.0,24.10,0.326,1.7
7.5,24.10,0.292,1.5
8.0,24.10,0.258,1.3
8.5,24.10,0.250,1.3
9.0,24.10,0.241,1.2
9.5,24.10,0.232,1.2
10.0,24.10,0.223,1.2
10.5,24.10,0.215,1.1
11.0,24.10,0.223,1.2
11.5,24.10,0.205,1.1
12.0,24.10,0.206,1.1
12.5,24.10,0.230,1.2
13.0,24.10,0.255,1.3
13.5,24.10,0.280,1.4
14.0,24.10,0.305,1.6
14.5,24.10,0.329,1.7
15.0,24.10,0.354,1.8
15.5,24.10,0.340,1.8
16.0,24.10,0.187,1.0
16.5,24.10,0.181,0.9
17.0,24.10,0.175,0.9
17.5,24.10,0.169,0.9
18.0,24.10,0.162,0.8
18.5,24.10,0.156,0.8
19.0,24.10,0.150,0.8
19.5,24.10,0.174,0.9
20.0,24.10,0.198,1.0
20.5,24.10,0.221,1.1
21.0,24.10,0.245,1.3
21.5,24.10,0.268,1.4
22.0,24.10,0.292,1.5
22.5,24.10,0.322,1.7
23.0,24.10,0.352,1.8
23.5,24.10,0.383,2.0
24.0,24.10,0.383,2.0

"日期: 2021/7/4, 空调: AC_L_010 (large), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.55,0.000,0.0
1.5,23.61,0.000,0.0
2.0,23.66,0.000,0.0
2.5,23.72,0.000,0.0
3.0,23.78,0.000,0.0
3.5,23.84,0.000,0.0
4.0,23.91,0.000,0.0
4.5,23.98,0.000,0.0
5.0,24.05,0.228,1.2
5.5,24.10,0.512,2.6
6.0,24.10,0.494,2.6
6.5,24.10,0.477,2.5
7.0,24.10,0.459,2.4
7.5,24.10,0.442,2.3
8.0,24.10,0.424,2.2
8.5,24.10,0.406,2.1
9.0,24.10,0.389,2.0
9.5,24.10,0.371,1.9
10.0,24.10,0.354,1.8
10.5,24.10,0.336,1.7
11.0,24.10,0.290,1.5
11.5,24.10,0.282,1.5
12.0,24.10,0.319,1.6
12.5,24.10,0.303,1.6
13.0,24.10,0.287,1.5
13.5,24.10,0.271,1.4
14.0,24.10,0.255,1.3
14.5,24.10,0.239,1.2
15.0,24.10,0.224,1.2
15.5,24.10,0.206,1.1
16.0,24.10,0.275,1.4
16.5,24.10,0.269,1.4
17.0,24.10,0.263,1.4
17.5,24.10,0.256,1.3
18.0,24.10,0.250,1.3
18.5,24.10,0.244,1.3
19.0,24.10,0.238,1.2
19.5,24.10,0.254,1.3
20.0,24.10,0.271,1.4
20.5,24.10,0.287,1.5
21.0,24.10,0.303,1.6
21.5,24.10,0.320,1.6
22.0,24.10,0.336,1.7
22.5,24.10,0.337,1.7
23.0,24.10,0.338,1.7
23.5,24.10,0.339,1.7
24.0,24.10,0.339,1.7

"日期: 2021/7/5, 空调: AC_L_010 (large), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.53,0.000,0.0
1.5,23.58,0.000,0.0
2.0,23.63,0.000,0.0
2.5,23.67,0.000,0.0
3.0,23.72,0.000,0.0
3.5,23.77,0.000,0.0
4.0,23.82,0.000,0.0
4.5,23.88,0.000,0.0
5.0,23.93,0.000,0.0
5.5,23.99,0.000,0.0
6.0,24.05,0.067,0.3
6.5,24.10,0.435,2.2
7.0,24.10,0.458,2.4
7.5,24.10,0.482,2.5
8.0,24.10,0.505,2.6
8.5,24.10,0.484,2.5
9.0,24.10,0.463,2.4
9.5,24.10,0.442,2.3
10.0,24.10,0.420,2.2
10.5,24.10,0.399,2.1
11.0,24.10,0.153,0.8
11.5,24.10,0.135,0.7
12.0,24.10,0.378,2.0
12.5,24.10,0.360,1.9
13.0,24.10,0.342,1.8
13.5,24.10,0.324,1.7
14.0,24.10,0.305,1.6
14.5,24.10,0.287,1.5
15.0,24.10,0.269,1.4
15.5,24.10,0.255,1.3
16.0,24.10,0.117,0.6
16.5,24.10,0.125,0.6
17.0,24.10,0.133,0.7
17.5,24.10,0.140,0.7
18.0,24.10,0.148,0.8
18.5,24.10,0.156,0.8
19.0,24.10,0.163,0.8
19.5,24.10,0.181,0.9
20.0,24.10,0.198,1.0
20.5,24.10,0.215,1.1
21.0,24.10,0.232,1.2
21.5,24.10,0.250,1.3
22.0,24.10,0.267,1.4
22.5,24.10,0.270,1.4
23.0,24.10,0.274,1.4
23.5,24.10,0.277,1.4
24.0,24.10,0.277,1.4

"日期: 2021/7/6, 空调: AC_L_010 (large), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.54,0.000,0.0
1.5,23.61,0.000,0.0
2.0,23.68,0.000,0.0
2.5,23.75,0.000,0.0
3.0,23.83,0.000,0.0
3.5,23.90,0.000,0.0
4.0,23.97,0.000,0.0
4.5,24.05,0.133,0.7
5.0,24.10,0.478,2.5
5.5,24.10,0.449,2.3
6.0,24.10,0.419,2.2
6.5,24.10,0.390,2.0
7.0,24.10,0.360,1.9
7.5,24.10,0.331,1.7
8.0,24.10,0.301,1.6
8.5,24.10,0.292,1.5
9.0,24.10,0.284,1.5
9.5,24.10,0.275,1.4
10.0,24.10,0.266,1.4
10.5,24.10,0.257,1.3
11.0,24.10,0.212,1.1
11.5,24.10,0.198,1.0
12.0,24.10,0.248,1.3
12.5,24.10,0.239,1.2
13.0,24.10,0.230,1.2
13.5,24.10,0.222,1.1
14.0,24.10,0.213,1.1
14.5,24.10,0.204,1.1
15.0,24.10,0.195,1.0
15.5,24.10,0.184,0.9
16.0,24.10,0.184,0.9
16.5,24.10,0.179,0.9
17.0,24.10,0.175,0.9
17.5,24.10,0.171,0.9
18.0,24.10,0.167,0.9
18.5,24.10,0.162,0.8
19.0,24.10,0.158,0.8
19.5,24.10,0.178,0.9
20.0,24.10,0.198,1.0
20.5,24.10,0.219,1.1
21.0,24.10,0.239,1.2
21.5,24.10,0.259,1.3
22.0,24.10,0.279,1.4
22.5,24.10,0.312,1.6
23.0,24.10,0.345,1.8
23.5,24.10,0.378,2.0
24.0,24.10,0.378,2.0

"日期: 2021/7/7, 空调: AC_L_010 (large), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.53,0.000,0.0
1.5,23.58,0.000,0.0
2.0,23.62,0.000,0.0
2.5,23.67,0.000,0.0
3.0,23.72,0.000,0.0
3.5,23.77,0.000,0.0
4.0,23.82,0.000,0.0
4.5,23.87,0.000,0.0
5.0,23.92,0.000,0.0
5.5,23.97,0.000,0.0
6.0,24.02,0.000,0.0
6.5,24.07,0.173,0.9
7.0,24.10,0.351,1.8
7.5,24.10,0.357,1.8
8.0,24.10,0.363,1.9
8.5,24.10,0.345,1.8
9.0,24.10,0.328,1.7
9.5,24.10,0.310,1.6
10.0,24.10,0.293,1.5
10.5,24.10,0.275,1.4
11.0,24.10,0.150,0.8
11.5,24.10,0.139,0.7
12.0,24.10,0.258,1.3
12.5,24.10,0.253,1.3
13.0,24.10,0.249,1.3
13.5,24.10,0.245,1.3
14.0,24.10,0.241,1.2
14.5,24.10,0.236,1.2
15.0,24.10,0.232,1.2
15.5,24.10,0.229,1.2
16.0,24.10,0.128,0.7
16.5,24.10,0.121,0.6
17.0,24.10,0.114,0.6
17.5,24.10,0.107,0.6
18.0,24.10,0.100,0.5
18.5,24.10,0.093,0.5
19.0,24.10,0.087,0.4
19.5,24.10,0.110,0.6
20.0,24.10,0.133,0.7
20.5,24.10,0.156,0.8
21.0,24.10,0.179,0.9
21.5,24.10,0.202,1.0
22.0,24.10,0.225,1.2
22.5,24.10,0.237,1.2
23.0,24.10,0.249,1.3
23.5,24.10,0.261,1.3
24.0,24.10,0.261,1.3

"日期: 2021/7/8, 空调: AC_L_010 (large), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.54,0.000,0.0
1.5,23.60,0.000,0.0
2.0,23.67,0.000,0.0
2.5,23.74,0.000,0.0
3.0,23.81,0.000,0.0
3.5,23.88,0.000,0.0
4.0,23.95,0.000,0.0
4.5,24.02,0.000,0.0
5.0,24.09,0.422,2.2
5.5,24.10,0.471,2.4
6.0,24.10,0.478,2.5
6.5,24.10,0.486,2.5
7.0,24.10,0.494,2.5
7.5,24.10,0.501,2.6
8.0,24.10,0.509,2.6
8.5,24.10,0.469,2.4
9.0,24.10,0.429,2.2
9.5,24.10,0.389,2.0
10.0,24.10,0.348,1.8
10.5,24.10,0.308,1.6
11.0,24.10,0.219,1.1
11.5,24.10,0.216,1.1
12.0,24.10,0.268,1.4
12.5,24.10,0.260,1.3
13.0,24.10,0.252,1.3
13.5,24.10,0.244,1.3
14.0,24.10,0.236,1.2
14.5,24.10,0.228,1.2
15.0,24.10,0.220,1.1
15.5,24.10,0.216,1.1
16.0,24.10,0.212,1.1
16.5,24.10,0.208,1.1
17.0,24.10,0.203,1.0
17.5,24.10,0.198,1.0
18.0,24.10,0.193,1.0
18.5,24.10,0.188,1.0
19.0,24.10,0.184,0.9
19.5,24.10,0.193,1.0
20.0,24.10,0.202,1.0
20.5,24.10,0.211,1.1
21.0,24.10,0.221,1.1
21.5,24.10,0.230,1.2
22.0,24.10,0.239,1.2
22.5,24.10,0.275,1.4
23.0,24.10,0.311,1.6
23.5,24.10,0.346,1.8
24.0,24.10,0.346,1.8

"日期: 2021/7/9, 空调: AC_L_010 (large), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.54,0.000,0.0
1.5,23.59,0.000,0.0
2.0,23.64,0.000,0.0
2.5,23.69,0.000,0.0
3.0,23.74,0.000,0.0
3.5,23.80,0.000,0.0
4.0,23.87,0.000,0.0
4.5,23.94,0.000,0.0
5.0,24.01,0.000,0.0
5.5,24.09,0.442,2.3
6.0,24.10,0.516,2.7
6.5,24.10,0.516,2.7
7.0,24.10,0.517,2.7
7.5,24.10,0.517,2.7
8.0,24.10,0.517,2.7
8.5,24.10,0.494,2.5
9.0,24.10,0.471,2.4
9.5,24.10,0.447,2.3
10.0,24.10,0.424,2.2
10.5,24.10,0.401,2.1
11.0,24.10,0.204,1.1
11.5,24.10,0.200,1.0
12.0,24.10,0.377,1.9
12.5,24.10,0.353,1.8
13.0,24.10,0.329,1.7
13.5,24.10,0.305,1.6
14.0,24.10,0.282,1.5
14.5,24.10,0.258,1.3
15.0,24.10,0.234,1.2
15.5,24.10,0.233,1.2
16.0,24.10,0.196,1.0
16.5,24.10,0.189,1.0
17.0,24.10,0.182,0.9
17.5,24.10,0.176,0.9
18.0,24.10,0.169,0.9
18.5,24.10,0.162,0.8
19.0,24.10,0.155,0.8
19.5,24.10,0.176,0.9
20.0,24.10,0.197,1.0
20.5,24.10,0.218,1.1
21.0,24.10,0.239,1.2
21.5,24.10,0.260,1.3
22.0,24.10,0.281,1.4
22.5,24.10,0.286,1.5
23.0,24.10,0.291,1.5
23.5,24.10,0.296,1.5
24.0,24.10,0.296,1.5

"日期: 2021/8/1, 空调: AC_L_010 (large), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.55,0.000,0.0
1.5,23.62,0.000,0.0
2.0,23.69,0.000,0.0
2.5,23.76,0.000,0.0
3.0,23.84,0.000,0.0
3.5,23.92,0.000,0.0
4.0,23.99,0.000,0.0
4.5,24.07,0.366,1.9
5.0,24.10,0.550,2.8
5.5,24.10,0.492,2.5
6.0,24.10,0.434,2.2
6.5,24.10,0.376,1.9
7.0,24.10,0.317,1.6
7.5,24.10,0.259,1.3
8.0,24.10,0.201,1.0
8.5,24.10,0.213,1.1
9.0,24.10,0.224,1.2
9.5,24.10,0.236,1.2
10.0,24.10,0.248,1.3
10.5,24.10,0.260,1.3
11.0,24.10,0.296,1.5
11.5,24.10,0.281,1.5
12.0,24.10,0.272,1.4
12.5,24.10,0.260,1.3
13.0,24.10,0.248,1.3
13.5,24.10,0.236,1.2
14.0,24.10,0.224,1.2
14.5,24.10,0.212,1.1
15.0,24.10,0.200,1.0
15.5,24.10,0.196,1.0
16.0,24.10,0.267,1.4
16.5,24.10,0.260,1.3
17.0,24.10,0.254,1.3
17.5,24.10,0.248,1.3
18.0,24.10,0.241,1.2
18.5,24.10,0.235,1.2
19.0,24.10,0.229,1.2
19.5,24.10,0.236,1.2
20.0,24.10,0.244,1.3
20.5,24.10,0.252,1.3
21.0,24.10,0.260,1.3
21.5,24.10,0.267,1.4
22.0,24.10,0.275,1.4
22.5,24.10,0.308,1.6
23.0,24.10,0.341,1.8
23.5,24.10,0.374,1.9
24.0,24.10,0.374,1.9

"日期: 2021/8/10, 空调: AC_L_010 (large), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.52,0.000,0.0
1.5,23.56,0.000,0.0
2.0,23.60,0.000,0.0
2.5,23.64,0.000,0.0
3.0,23.68,0.000,0.0
3.5,23.72,0.000,0.0
4.0,23.76,0.000,0.0
4.5,23.80,0.000,0.0
5.0,23.84,0.000,0.0
5.5,23.89,0.000,0.0
6.0,23.93,0.000,0.0
6.5,23.97,0.000,0.0
7.0,24.01,0.000,0.0
7.5,24.05,0.000,0.0
8.0,24.10,0.275,1.4
8.5,24.10,0.279,1.4
9.0,24.10,0.264,1.4
9.5,24.10,0.249,1.3
10.0,24.10,0.235,1.2
10.5,24.10,0.220,1.1
11.0,24.10,0.079,0.4
11.5,24.10,0.070,0.4
12.0,24.10,0.205,1.1
12.5,24.10,0.215,1.1
13.0,24.10,0.225,1.2
13.5,24.10,0.235,1.2
14.0,24.10,0.245,1.3
14.5,24.10,0.255,1.3
15.0,24.10,0.265,1.4
15.5,24.10,0.271,1.4
16.0,24.10,0.061,0.3
16.5,24.10,0.072,0.4
17.0,24.10,0.083,0.4
17.5,24.10,0.094,0.5
18.0,24.10,0.105,0.5
18.5,24.10,0.116,0.6
19.0,24.10,0.127,0.7
19.5,24.10,0.156,0.8
20.0,24.10,0.186,1.0
20.5,24.10,0.215,1.1
21.0,24.10,0.245,1.3
21.5,24.10,0.274,1.4
22.0,24.10,0.304,1.6
22.5,24.10,0.292,1.5
23.0,24.10,0.281,1.4
23.5,24.10,0.269,1.4
24.0,24.10,0.269,1.4

"日期: 2021/8/11, 空调: AC_L_010 (large), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.55,0.000,0.0
1.5,23.59,0.000,0.0
2.0,23.63,0.000,0.0
2.5,23.68,0.000,0.0
3.0,23.73,0.000,0.0
3.5,23.78,0.000,0.0
4.0,23.83,0.000,0.0
4.5,23.89,0.000,0.0
5.0,23.95,0.000,0.0
5.5,24.01,0.000,0.0
6.0,24.07,0.169,0.9
6.5,24.10,0.374,1.9
7.0,24.10,0.365,1.9
7.5,24.10,0.356,1.8
8.0,24.10,0.347,1.8
8.5,24.10,0.339,1.8
9.0,24.10,0.332,1.7
9.5,24.10,0.324,1.7
10.0,24.10,0.317,1.6
10.5,24.10,0.309,1.6
11.0,24.10,0.289,1.5
11.5,24.10,0.295,1.5
12.0,24.10,0.301,1.6
12.5,24.10,0.282,1.5
13.0,24.10,0.263,1.4
13.5,24.10,0.244,1.3
14.0,24.10,0.225,1.2
14.5,24.10,0.206,1.1
15.0,24.10,0.187,1.0
15.5,24.10,0.193,1.0
16.0,24.10,0.301,1.6
16.5,24.10,0.277,1.4
17.0,24.10,0.253,1.3
17.5,24.10,0.229,1.2
18.0,24.10,0.205,1.1
18.5,24.10,0.181,0.9
19.0,24.10,0.156,0.8
19.5,24.10,0.152,0.8
20.0,24.10,0.147,0.8
20.5,24.10,0.142,0.7
21.0,24.10,0.137,0.7
21.5,24.10,0.132,0.7
22.0,24.10,0.128,0.7
22.5,24.10,0.153,0.8
23.0,24.10,0.178,0.9
23.5,24.10,0.204,1.1
24.0,24.10,0.204,1.1

"日期: 2021/8/12, 空调: AC_L_010 (large), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.54,0.000,0.0
1.5,23.59,0.000,0.0
2.0,23.65,0.000,0.0
2.5,23.71,0.000,0.0
3.0,23.78,0.000,0.0
3.5,23.84,0.000,0.0
4.0,23.91,0.000,0.0
4.5,23.97,0.000,0.0
5.0,24.04,0.055,0.3
5.5,24.10,0.429,2.2
6.0,24.10,0.410,2.1
6.5,24.10,0.390,2.0
7.0,24.10,0.370,1.9
7.5,24.10,0.350,1.8
8.0,24.10,0.330,1.7
8.5,24.10,0.314,1.6
9.0,24.10,0.297,1.5
9.5,24.10,0.281,1.4
10.0,24.10,0.265,1.4
10.5,24.10,0.248,1.3
11.0,24.10,0.211,1.1
11.5,24.10,0.216,1.1
12.0,24.10,0.232,1.2
12.5,24.10,0.223,1.2
13.0,24.10,0.215,1.1
13.5,24.10,0.207,1.1
14.0,24.10,0.199,1.0
14.5,24.10,0.191,1.0
15.0,24.10,0.183,0.9
15.5,24.10,0.187,1.0
16.0,24.10,0.222,1.1
16.5,24.10,0.211,1.1
17.0,24.10,0.200,1.0
17.5,24.10,0.188,1.0
18.0,24.10,0.177,0.9
18.5,24.10,0.166,0.9
19.0,24.10,0.155,0.8
19.5,24.10,0.162,0.8
20.0,24.10,0.168,0.9
20.5,24.10,0.175,0.9
21.0,24.10,0.182,0.9
21.5,24.10,0.189,1.0
22.0,24.10,0.196,1.0
22.5,24.10,0.229,1.2
23.0,24.10,0.262,1.4
23.5,24.10,0.295,1.5
24.0,24.10,0.295,1.5

"日期: 2021/8/13, 空调: AC_L_010 (large), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.53,0.000,0.0
1.5,23.57,0.000,0.0
2.0,23.60,0.000,0.0
2.5,23.63,0.000,0.0
3.0,23.66,0.000,0.0
3.5,23.69,0.000,0.0
4.0,23.73,0.000,0.0
4.5,23.76,0.000,0.0
5.0,23.80,0.000,0.0
5.5,23.84,0.000,0.0
6.0,23.88,0.000,0.0
6.5,23.92,0.000,0.0
7.0,23.96,0.000,0.0
7.5,24.01,0.000,0.0
8.0,24.05,0.000,0.0
8.5,24.09,0.207,1.1
9.0,24.10,0.275,1.4
9.5,24.10,0.274,1.4
10.0,24.10,0.274,1.4
10.5,24.10,0.273,1.4
11.0,24.10,0.199,1.0
11.5,24.10,0.203,1.0
12.0,24.10,0.272,1.4
12.5,24.10,0.258,1.3
13.0,24.10,0.244,1.3
13.5,24.10,0.230,1.2
14.0,24.10,0.215,1.1
14.5,24.10,0.201,1.0
15.0,24.10,0.187,1.0
15.5,24.10,0.189,1.0
16.0,24.10,0.207,1.1
16.5,24.10,0.193,1.0
17.0,24.10,0.178,0.9
17.5,24.10,0.164,0.8
18.0,24.10,0.149,0.8
18.5,24.10,0.135,0.7
19.0,24.10,0.120,0.6
19.5,24.10,0.133,0.7
20.0,24.10,0.146,0.8
20.5,24.10,0.159,0.8
21.0,24.10,0.172,0.9
21.5,24.10,0.185,1.0
22.0,24.10,0.198,1.0
22.5,24.10,0.194,1.0
23.0,24.10,0.189,1.0
23.5,24.10,0.184,1.0
24.0,24.10,0.184,1.0

"日期: 2021/8/14, 空调: AC_L_010 (large), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.53,0.000,0.0
1.5,23.57,0.000,0.0
2.0,23.60,0.000,0.0
2.5,23.64,0.000,0.0
3.0,23.67,0.000,0.0
3.5,23.71,0.000,0.0
4.0,23.74,0.000,0.0
4.5,23.78,0.000,0.0
5.0,23.81,0.000,0.0
5.5,23.85,0.000,0.0
6.0,23.89,0.000,0.0
6.5,23.93,0.000,0.0
7.0,23.96,0.000,0.0
7.5,24.00,0.000,0.0
8.0,24.05,0.000,0.0
8.5,24.09,0.166,0.9
9.0,24.10,0.238,1.2
9.5,24.10,0.220,1.1
10.0,24.10,0.202,1.0
10.5,24.10,0.185,1.0
11.0,24.10,0.195,1.0
11.5,24.10,0.197,1.0
12.0,24.10,0.167,0.9
12.5,24.10,0.158,0.8
13.0,24.10,0.149,0.8
13.5,24.10,0.140,0.7
14.0,24.10,0.131,0.7
14.5,24.10,0.122,0.6
15.0,24.10,0.113,0.6
15.5,24.10,0.116,0.6
16.0,24.10,0.199,1.0
16.5,24.10,0.199,1.0
17.0,24.10,0.199,1.0
17.5,24.10,0.199,1.0
18.0,24.10,0.199,1.0
18.5,24.10,0.199,1.0
19.0,24.10,0.199,1.0
19.5,24.10,0.188,1.0
20.0,24.10,0.177,0.9
20.5,24.10,0.167,0.9
21.0,24.10,0.156,0.8
21.5,24.10,0.145,0.7
22.0,24.10,0.135,0.7
22.5,24.10,0.146,0.8
23.0,24.10,0.158,0.8
23.5,24.10,0.170,0.9
